1,00,20.5,45,1013
1,01,20.1,43,1012
1,02,19.8,42,1011
1,03,19.4,41,1010
1,04,19.1,40,1009
1,05,18.8,39,1008
1,06,18.5,38,1007
1,07,18.2,37,1006
1,08,18.1,36,1005
1,09,18.3,35,1004
1,10,18.6,34,1003
1,11,19.0,35,1002
1,12,19.4,36,1001
1,13,19.8,37,1000
1,14,20.3,38,999
1,15,20.8,39,998
1,16,21.1,40,997
1,17,21.5,41,996
1,18,21.8,42,995
1,19,22.0,43,994
1,20,22.2,44,993
1,21,22.3,45,992
1,22,22.0,46,991
1,23,21.2,40,1009
2,00,19.5,39,1008
2,01,19.1,38,1007
2,02,18.8,37,1006
2,03,18.4,36,1005
2,04,18.1,35,1004
2,05,17.8,34,1003
2,06,17.5,33,1002
2,07,17.2,32,1001
2,08,17.1,31,1000
2,09,17.3,30,999
2,10,17.6,29,998
2,11,18.0,30,997
2,12,18.4,31,996
2,13,18.8,32,995
2,14,19.3,33,994
2,15,19.8,34,993
2,16,20.1,35,992
2,17,20.5,36,991
2,18,20.8,37,990
2,19,21.0,38,989
2,20,21.2,39,988
2,21,21.3,40,987
2,22,21.0,41,986
2,23,20.2,35,1004
3,00,18.5,34,1003
3,01,18.1,33,1002
3,02,17.8,32,1001
3,03,17.4,31,1000
3,04,17.1,30,999
3,05,16.8,29,998
3,06,16.5,28,997
3,07,16.2,27,996
3,08,16.1,26,995
3,09,16.3,25,994
3,10,16.6,24,993
3,11,17.0,25,992
3,12,17.4,26,991
3,13,17.8,27,990
3,14,18.3,28,989
3,15,18.8,29,988
3,16,19.1,30,987
3,17,19.5,31,986
3,18,19.8,32,985
3,19,20.0,33,984
3,20,20.2,34,983
3,21,20.3,35,982
3,22,20.0,36,981
3,23,19.2,30,999
4,00,18.6,34,1003
4,01,18.2,33,1002
4,02,17.9,32,1001
4,03,17.5,31,1000
4,04,17.2,30,999
4,05,16.9,29,998
4,06,16.6,28,997
4,07,16.3,27,996
4,08,16.2,26,995
4,09,16.4,25,994
4,10,16.7,24,993
4,11,17.1,25,992
4,12,17.5,26,991
4,13,17.9,27,990
4,14,18.4,28,989
4,15,18.9,29,988
4,16,19.2,30,987
4,17,19.6,31,986
4,18,19.9,32,985
4,19,20.1,33,984
4,20,20.3,34,983
4,21,20.4,35,982
4,22,20.1,36,981
4,23,19.3,30,999
5,00,18.7,34,1003
5,01,18.3,33,1002
5,02,18.0,32,1001
5,03,17.6,31,1000
5,04,17.3,30,999
5,05,17.0,29,998
5,06,16.7,28,997
5,07,16.4,27,996
5,08,16.3,26,995
5,09,16.5,25,994
5,10,16.8,24,993
5,11,17.2,25,992
5,12,17.6,26,991
5,13,18.0,27,990
5,14,18.5,28,989
5,15,19.0,29,988
5,16,19.3,30,987
5,17,19.7,31,986
5,18,20.0,32,985
5,19,20.2,33,984
5,20,20.4,34,983
5,21,20.5,35,982
5,22,20.2,36,981
5,23,19.4,30,999
6,00,18.8,34,1003
6,01,18.4,33,1002
6,02,18.1,32,1001
6,03,17.7,31,1000
6,04,17.4,30,999
6,05,17.1,29,998
6,06,16.8,28,997
6,07,16.5,27,996
6,08,16.4,26,995
6,09,16.6,25,994
6,10,16.9,24,993
6,11,17.3,25,992
6,12,17.7,26,991
6,13,18.1,27,990
6,14,18.6,28,989
6,15,19.1,29,988
6,16,19.4,30,987
6,17,19.8,31,986
6,18,20.1,32,985
6,19,20.3,33,984
6,20,20.5,34,983
6,21,20.6,35,982
6,22,20.3,36,981
6,23,19.5,30,999
7,00,18.9,34,1003
7,01,18.5,33,1002
7,02,18.2,32,1001
7,03,17.8,31,1000
7,04,17.5,30,999
7,05,17.2,29,998
7,06,16.9,28,997
7,07,16.6,27,996
7,08,16.5,26,995
7,09,16.7,25,994
7,10,17.0,24,993
7,11,17.4,25,992
7,12,17.8,26,991
7,13,18.2,27,990
7,14,18.7,28,989
7,15,19.2,29,988
7,16,19.5,30,987
7,17,19.9,31,986
7,18,20.2,32,985
7,19,20.4,33,984
7,20,20.6,34,983
7,21,20.7,35,982
7,22,20.4,36,981
7,23,19.6,30,999
8,00,18.8,35,1004
8,01,18.4,34,1003
8,02,18.1,33,1002
8,03,17.7,32,1001
8,04,17.4,31,1000
8,05,17.1,30,999
8,06,16.8,29,998
8,07,16.5,28,997
8,08,16.4,27,996
8,09,16.6,26,995
8,10,16.9,25,994
8,11,17.3,26,993
8,12,17.7,27,992
8,13,18.1,28,991
8,14,18.6,29,990
8,15,19.1,30,989
8,16,19.4,31,988
8,17,19.8,32,987
8,18,20.1,33,986
8,19,20.3,34,985
8,20,20.5,35,984
8,21,20.6,36,983
8,22,20.3,37,982
8,23,19.5,31,1000
9,00,18.9,35,1004
9,01,18.5,34,1003
9,02,18.2,33,1002
9,03,17.8,32,1001
9,04,17.5,31,1000
9,05,17.2,30,999
9,06,16.9,29,998
9,07,16.6,28,997
9,08,16.5,27,996
9,09,16.7,26,995
9,10,17.0,25,994
9,11,17.4,26,993
9,12,17.8,27,992
9,13,18.2,28,991
9,14,18.7,29,990
9,15,19.2,30,989
9,16,19.5,31,988
9,17,19.9,32,987
9,18,20.2,33,986
9,19,20.4,34,985
9,20,20.6,35,984
9,21,20.7,36,983
9,22,20.4,37,982
9,23,19.6,31,1000
10,00,18.9,35,1004
10,01,18.5,34,1003
10,02,18.2,33,1002
10,03,17.8,32,1001
10,04,17.5,31,1000
10,05,17.2,30,999
10,06,16.9,29,998
10,07,16.6,28,997
10,08,16.5,27,996
10,09,16.7,26,995
10,10,17.0,25,994
10,11,17.4,26,993
10,12,17.8,27,992
10,13,18.2,28,991
10,14,18.7,29,990
10,15,19.2,30,989
10,16,19.5,31,988
10,17,19.9,32,987
10,18,20.2,33,986
10,19,20.4,34,985
10,20,20.6,35,984
10,21,20.7,36,983
10,22,20.4,37,982
10,23,19.6,31,1000
